,id,surname,givenname,age,province,longitude,latitude,occupation,relationship,income,balances
25,98e4b2ba-75fe-4794-aa75-83a4ef25b56a,Mcgranahan,Zaylen,25,ON,-79.6249845469,43.7302696557,5171 Wired telecommunications carriers,Single,11235.18,6741.12
26,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,Kaopua,Denver,54,ON,-79.44630149,43.678044421,6113 Universities,Married,94478.25,56686.95
27,abea2e58-13aa-4f74-8816-4da6960fe2bf,Stivers,Zyana,27,ON,-79.2077984962,43.8182080535,7211 Traveller accommodations,Single,11120.01,6672.0
28,a066087f-ac78-401a-bd1f-d77f8f3a2807,Hereth,Davida,54,ON,-79.3939331766,43.6473909949,6111 Elementary and secondary schools,Married,79245.35,47547.21
29,d7baa64e-5143-4b1a-ab36-fd216c5140b7,Hara,Shawna,50,ON,-79.5057020797,43.7153666358,"4483 Jewellery, luggage and leather goods stores",Married,61584.8,36950.88
30,c65b9951-2284-44d2-b13f-561c4966dcce,Clewell,Richard,34,ON,-79.2062971635,43.7663987696,,Married,78025.0,46815.0
31,7254abde-a6df-4384-8e5f-0282a32a1dc2,Dubel,Rina,34,ON,-79.391062439,43.785860373,4481 Clothing stores,Married,91032.0,54619.2
32,1f49f93f-00ec-40a2-904e-9ece90c62c23,Klimaszewski,Euan,49,ON,-79.323157635,43.69619885979999,7222 Limited-service restaurants,Married,67064.8,40238.88
33,62dbbe72-3579-4910-b3db-55a7046cade5,Zeldin,Bentley,53,ON,-79.56812821300001,43.651935308,3391 Medical equipment and supplies manufacturing,Married,25398.9,15239.34
34,e81ac416-e5ca-41c3-a961-6b3fc91894bc,Biddulph,Vinny,51,ON,-79.3396941053,43.7916204893,7222 Limited-service restaurants,Married,40273.0,24163.800000000007
35,cbac9bad-1644-4f37-90e8-c950caabcb21,Mcdermott,Azalee,33,ON,-79.2610072808,43.6927513087,6213 Offices of other health practitioners,Married,48948.0,29368.800000000007
36,389f3589-2446-461c-aff8-afa394e911d7,Wikins,Sarina,52,ON,-79.4054989644,43.670088649499995,4461 Health and personal care stores,Married,35820.2,21492.12
37,689c5bff-a8e4-4412-afb8-b00a13b04687,Toles,Gregg,52,ON,-79.310922498,43.6765316363,7221 Full-service restaurants,Married,125385.65,75231.39
38,4a257d66-0f97-430e-96eb-5fbec3aab676,Condelario,Lemuel,29,ON,-79.3175643582,43.6809336109,6220 Hospitals (6221 to 6223),Single,9657.12,5794.26
39,0f202a30-b31a-43b1-9911-6b28025e2a08,Chicas,Etta,34,ON,-79.3843073586,43.7025049851,5112 Software publishers,Married,87981.0,52788.60000000001
40,012c8e83-d535-43bc-9915-df0163ece210,Fillinger,Wm,25,ON,-79.36251792670001,43.786141898500006,"5111 Newspaper, periodical, book and director publishers",Single,8236.47,4941.87
41,0ec61b41-9bde-4a56-85c3-d79099466191,Forsmark,Bennett,55,ON,-79.3321638282,43.793552767200005,"2211 Electric power generation, transmission and distribution",Married,32223.0,19333.800000000007
42,c864085f-d9fa-4d8e-9fcf-ee5a2e04ca2f,Buzard,Martin,47,ON,-79.5323402028,43.5912936266,3363 Motor vehicle parts manufacturing,Married,21642.5,12985.5
43,59e34963-4c34-40b6-8424-90a06e0d4202,Lyken,May,18,ON,-79.37521635569999,43.646832947600004,,Single,0.0,126.63
44,3c2e1a07-2f77-46aa-8600-6688697c2de9,Churchman,Hendrik,38,ON,-79.376348695,43.646235695,"5419 Other professional, scientific and technical services",Married,32052.0,19231.2
45,831e0f80-cf85-46ca-a0e1-5e2d52bdbef1,Durdy,Saphira,34,ON,-79.5203775892,43.7049660653,9112-9119 Other federal services,Married,44935.0,26961.0
46,0592505b-919f-4abd-9d51-5d9128af98aa,Andalora,Tyren,15,ON,-79.2171129347,43.7607487105,,Single,0.0,32.7
47,d4fbf0a3-2f6f-483b-be01-24b51bb8aba9,Rippee,Carlisle,58,ON,-79.4863427949,43.73782478020001,5411 Legal services,Married,43997.85,26398.71
48,d56e9472-7528-4a81-a0c2-19d01475eeb9,Neugin,Leo,59,ON,-79.5009610922,43.7429406222,"9130 Local, municipal and regional public administration (9131 and 9139)",Married,17799.7,10679.82
49,e416fe02-fc8a-4e84-9324-807111e58fa1,Brenek,Gale,16,ON,-79.4201010101,43.791978933900005,,Single,0.0,212.04
50,1bc31769-e8bc-4e58-b25f-919fcb1ce4a3,Cofresi,Allen,53,ON,-79.4262613508,43.6779838706,5239 Other financial investment activities,Married,72331.55,43398.93
51,25a8d9f9-89ce-448a-8da9-572c713412f6,Trimis,Tameika,18,ON,-79.50316079609999,43.7205376278,,Single,0.0,219.72
52,e1c4f22f-238d-4ca4-b5dc-e04fcd5e0b41,Fronk,Morgan,30,ON,-79.4634667724,43.6868164775,6220 Hospitals (6221 to 6223),Single,7499.58,4499.76
53,c66e5861-6049-4aa8-aa21-e309706db48e,Cofresi,Judith,50,ON,-79.4262613508,43.6779838706,9120 Provincial and territorial public administration (9121 to 9129),Married,54749.2,32849.520000000004
54,f40ebce2-5840-4583-a999-be5ce221e7c1,Scoby,Torie,52,ON,-79.5098139725,43.7576943421,4422 Home furniture stores,Married,35255.55,21153.33
55,45a34368-2854-49f8-8cdd-22648b572565,Zuehls,Rochelle,34,ON,-79.464277128,43.666897896,9120 Provincial and territorial public administration (9121 to 9129),Married,45883.0,27529.800000000007
56,c3f1ba76-5f60-48ab-a51e-b4a31b64a0a9,Cinelli,Willis,53,ON,-79.3538144471,43.6891811387,8123 Dry cleaning and laundry services,Married,16992.4,10195.44
57,723d6952-3f64-4305-b83e-d27b8a9370e2,Laliberty,Nikole,50,ON,-79.2002689916,43.8183675446,,Married,0.0,0.0
58,43c8c0d0-9fb7-46d2-ac8f-e3341fe5a0b8,Vlchek,Cecilia,18,ON,-79.4997607949,43.7069298016,,Single,0.0,64.80000000000001
59,90e6ecaf-6907-4456-865d-91b10c72bc69,Daniely,Harry,61,ON,-79.5612924606,43.685844036099994,8111 Automotive repair and maintenance,Married,43436.85,26062.11
60,b6d9b394-84d4-49c3-8fd0-5127ddc7a5da,Thistle,Genaro,58,ON,-79.389496352,43.672723026999996,3372 Office furniture (including fixtures) manufacturing,Married,51237.1,30742.26
61,05c1ebdc-72c4-4608-8642-666825dc9069,Pipia,Majorie,54,ON,-79.3547403477,43.78843313189999,5619 Other support services,Married,43230.8,25938.48
62,4ed719f7-bdb0-48d7-8818-749efd835fb8,Noorda,Fran,50,ON,-79.49275550899999,43.613273168999996,7222 Limited-service restaurants,Married,50187.15,30112.29
63,9a58fc0d-ed7f-41d6-80cd-6eb305334d38,Trimis,Clifford,76,ON,-79.50316079609999,43.7205376278,Retired,Married,7952.7,4771.62
64,4892ffd0-28c2-48f8-9903-25c9f752ac9e,Hoey,Annalise,54,ON,-79.4648775308,43.73561015560001,"9130 Local, municipal and regional public administration (9131 and 9139)",Married,27556.3,16533.78
65,077b24e1-4b20-439f-afee-d4acd2561c8e,Ostendorf,Reinaldo,40,ON,-79.2960241473,43.7396445188,3391 Medical equipment and supplies manufacturing,Married,40307.3,24184.38
66,3f5271db-eb2b-4606-a7a7-84eb0d7a7695,Patience,Adonis,62,ON,-79.5180968041,43.6366013849,4853 Taxi and limousine service,Married,58246.4,34947.840000000004
67,ccdb2f11-4b84-4f21-91bb-49f0fa3369fa,Folger,Siu,34,ON,-79.5874440712,43.719434898,"5416 Management, scientific and technical consulting services",Married,99191.0,59514.60000000001
68,2ff66224-d9f9-443b-838c-a51955ae381d,Gallishaw,Carrol,55,ON,-79.3428221569,43.781987505500005,"5413 Architectural, engineering and related services",Married,33026.85,19816.11
69,a66079bc-b7f5-4e74-a984-f899fb5c8172,Peevy,Dakota,18,ON,-79.5166736036,43.687791275100004,,Single,0.0,132.66
70,150efbbc-6451-49e5-9e2c-c2b00d0e0813,Wiener-Allenbaugh,Arran,16,ON,-79.4073156462,43.7143223826,,Single,0.0,121.05
71,9baeb6e0-c487-469b-adcd-fb557ec081e1,Surina,Gloria,13,ON,-79.4348453896,43.7159898138,,Single,0.0,65.34
72,5541df6e-8468-4a70-ac98-ddc17773e1c3,Vallieres,Brandon,42,ON,-79.3717210615,43.669078059700006,3344 Semiconductor and other electronic component manufacturing,Married,12247.4,7348.44
73,a1694ef5-6600-4a77-8a15-c38e853ed54c,Raub,Dicky,22,ON,-79.594358308,43.758040052,"5418 Advertising, public relations, and related services",Single,9786.48,5871.9
74,1408ab87-6c8c-408a-ae58-bdbdc4a823f2,Pathak,Jayce,13,ON,-79.3913448594,43.788810185200006,,Single,0.0,131.73
75,39405921-6d10-4e70-b4bb-b69c984de6e1,Roszel,Grover,20,ON,-79.4410303906,43.7032633519,6116 Other school and instruction,Single,5619.9,3371.94
76,c3b5a01f-c0c5-4185-9902-07025b112877,Suniga,Vinnie,16,ON,-79.3033486874,43.7222813494,,Single,0.0,49.59
77,2bbd235c-a090-4289-93db-b3a8ca7b2cf2,Sartor,Mario,31,ON,-79.3575674655,43.6879062867,7223 Special food services,Single,23004.0,13802.4
78,7e7f6da6-1ca6-4f18-a585-c57197cce53f,Honea,Shandra,15,ON,-79.4399661419,43.688278223000005,,Single,0.0,78.9
79,a5c28853-27e4-4ad6-8d54-44247c956ce9,Vazzana,Lesley,22,ON,-79.428803795,43.723109283,6113 Universities,Single,17805.48,10683.3
80,62b1d195-9d85-4ea1-9817-e56eab758e3f,Hemauer,Colten,34,ON,-79.40232434100001,43.687301393,5241 Insurance carriers,Married,69868.0,41920.8
81,ccc9f083-0bc6-430c-b9b9-c4f3d091e70c,Tench,Clark,19,ON,-79.3242731199,43.7787727745,3311 Iron and steel mills and ferro-alloy manufacturing,Single,3111.9,1867.14
82,54f38c09-ccbf-4dfc-821b-317bd1174778,Dubel,Hassan,35,ON,-79.391062439,43.785860373,,Married,0.0,0.0
83,91fbbaee-c79f-4718-ae18-d0a16c30390b,Kirven,Delaney,51,ON,-79.5474832168,43.6459851927,5415 Computer systems design and related services,Married,46491.05,27894.63
84,9e4659bc-504d-4b27-af26-5238130042a5,Willington,Krissy,34,ON,-79.41465118229999,43.6421048734,6220 Hospitals (6221 to 6223),Married,91721.0,55032.60000000001
85,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,Horikoshi,Teegan,34,ON,-79.529567874,43.706327543,6111 Elementary and secondary schools,Married,23124.0,13874.4
86,82ec7107-301e-4e19-94d6-56465e596cd7,Khilling,Kera,32,ON,-79.380039919,43.761452665600004,"3256 Soap, cleaning compound and toilet preparation manufacturing",Divorced,54903.0,32941.8
87,f6c82b7f-c364-4495-aca8-73ad5de3e50d,Konrad,Hedy,14,ON,-79.3265949662,43.6723514598,,Single,0.0,122.4
88,18342474-2547-40e6-b50f-ff451b985014,Gokey,Wilfred,23,ON,-79.3077487725,43.669709029399996,2382 Building equipment contractors,Single,15363.81,9218.28
89,4bb91116-188a-4c8e-b513-799cfcacb5a4,Plaas,Oona,51,ON,-79.4343858225,43.6998278338,3371 Household and institutional furniture and kitchen cabinet manufacturing,Married,173923.7,104354.22
90,881d84fa-6460-4534-91f5-a0430bc5d808,Sisemore,Morris,38,ON,-79.3939574313,43.64008873189999,3122 Tobacco manufacturing,Married,42737.0,25642.2
91,ec483206-47b6-47b6-8f5f-d04287eeadcd,Sanantonio,Tyson,55,ON,-79.380039919,43.761452665600004,5617 Services to buildings and dwellings,Married,65067.0,39040.2
92,1fdf625e-9602-4864-8e8d-128de11bd5ba,Loiselle,Jayden,50,ON,-79.2474811669,43.712908607799996,,Married,0.0,0.0
93,5aac0493-7bc4-43dc-b233-6cb09e15a8ce,Nicola,Fabian,59,ON,-79.3421396983,43.6590895056,5411 Legal services,Married,61917.15,37150.29
94,a0db4ffa-7ba7-43a9-ae19-7d06aa04fabe,Niewieroski,Brook,54,ON,-79.3265586633,43.810712403900006,4539 Other miscellaneous store retailers,Married,28437.2,17062.32
95,0249bf2b-845f-4f2d-95d0-ce9e35a57055,Chang,Stefania,52,ON,-79.5016441929,43.7374999747,9120 Provincial and territorial public administration (9121 to 9129),Married,37946.55,22767.93
96,4e7a1825-a1a5-4342-a351-6307816e77fb,Hoover,Charleen,50,ON,-79.42523783600001,43.7062532749,,Married,0.0,0.0
97,b39f563e-a249-4493-a7a9-99c1a901926d,Neugin,Vishal,35,ON,-79.5009610922,43.7429406222,5221 Depository credit intermediation,Single,15544.0,9326.4
98,bf4cfed1-bd4b-47e7-a0ba-7e998f290e3c,Trotto,Caleb,24,ON,-79.3214730582,43.6650425301,6243 Vocational rehabilitation services,Single,7743.45,4646.07
99,d7b518ac-b11d-4e18-9ace-6c24342a7c6b,Cherny,Tommy,21,ON,-79.3939331766,43.6473909949,5239 Other financial investment activities,Single,8326.56,4995.93
100,8d4fa362-45ad-4bee-9855-7ddaac7c6639,Zadeh,Efren,57,ON,-79.4357231738,43.6867075858,,Married,0.0,0.0
101,55c37915-9d46-4042-9f30-0a6028cfb6da,Davoren,Lucille,16,ON,-79.529567874,43.706327543,,Single,0.0,24.81
102,5a307f08-2d2b-49bc-8e93-d0441fd31b15,Hara,Rohan,65,ON,-79.5057020797,43.7153666358,,Married,0.0,0.0
103,c2dcd96a-e591-4c5e-ad5e-ebd29f5c83d9,Tisdell,Altagracia,22,ON,-79.1466356605,43.7824321258,"4872 Scenic and sightseeing transportation, water",Single,13065.69,7839.42
104,a7bf9cee-9d2e-432c-af55-08edaec729f1,Cheam,Izzie,22,ON,-79.400688603,43.637196151000005,5411 Legal services,Single,2783.55,1670.13
105,bbc6b52a-36ca-417c-9261-8e5e1ffbbb28,Roszel,Jude,31,ON,-79.4410303906,43.7032633519,9120 Provincial and territorial public administration (9121 to 9129),Single,18898.0,11338.8
106,975c79d2-57e3-4b1c-ac8a-cd504300a51f,Perrow,Daniela,26,ON,-79.573418964,43.6515904044,6220 Hospitals (6221 to 6223),Single,7595.28,4557.18
107,55d59ca5-bd92-43f4-8878-93dbb9294e46,Liske,Eulah,50,ON,-79.4455162926,43.780281556300004,7221 Full-service restaurants,Married,70930.85,42558.51
108,2c3d1254-61d6-4a22-9cde-5dfc086aaabb,Petrson,Kristian,34,ON,-79.2638428764,43.750636326000006,5614 Business support services,Single,17462.0,10477.2
109,dcc228e7-2bbe-488e-872c-bb12ae3364a2,Harford,Onita,52,ON,-79.2853142425,43.772055504399994,"5413 Architectural, engineering and related services",Married,15513.5,9308.1
110,da2f94b6-1baa-46ec-8621-d46cb8aff9cc,Vansoest,Shenita,34,ON,-79.1482899077,43.792161208500005,5221 Depository credit intermediation,Married,57975.0,34785.0
111,6769f01e-78b1-4f74-8392-f76f02b3e60f,Christina,Alix,34,ON,-79.3871807987,43.649489268800004,6214 Out-patients care centres,Married,44168.0,26500.800000000007
112,578e3afe-7988-48a3-b2a2-46561a3f0542,Pathak,Willard,59,ON,-79.3913448594,43.788810185200006,7221 Full-service restaurants,Married,49277.5,29566.5
113,cdacdd41-469e-465e-b144-da8d17d34df0,Mcateer,Shanna,51,ON,-79.4192768237,43.6826483446,5231 Securities and commodity contracts intermediation and brokerage,Married,55086.15,33051.69
114,2270ca30-64a7-4352-a7c2-f8c4516839e1,Eull,Rosann,52,ON,-79.212325142,43.7724635681,5241 Insurance carriers,Married,36509.05,21905.43
115,603626ba-e47c-44ba-97fe-e8083f505f2d,Ghera,Cherlyn,23,ON,-79.5780494311,43.6275335945,4811 Scheduled air transportation,Single,8428.86,5057.31
116,9d1e17fd-ee5f-4b6f-84d0-6671f99b1813,Mcgory,Clementine,54,ON,-79.52226136670001,43.6545402904,"3255 Paint, coating and adhesive manufacturing",Married,97386.6,58431.96
117,18ce9b1f-dfbc-4911-b0b3-45bf90b5ce7f,Mckeever,Rosendo,37,ON,-79.4894942442,43.7384681264,5411 Legal services,Married,39628.0,23776.800000000007
118,f55fe48c-9d77-4cbe-b07b-b8ccb8ace535,Fillinger,Thea,50,ON,-79.36251792670001,43.786141898500006,6111 Elementary and secondary schools,Married,28529.2,17117.52
119,36a845b2-c864-445f-9695-188f686fcf34,Svedin,Xander,57,ON,-79.2309633441,43.751756756300004,9120 Provincial and territorial public administration (9121 to 9129),Married,43656.3,26193.78
120,2b1eb490-975f-4c48-897a-0104e16cdd06,Organista,Isidro,50,ON,-79.4273303362,43.704431254700005,3261 Plastic product manufacturing,Married,75977.05,45586.23
121,36633aa8-99ff-4b65-a885-c5bf67e8c122,Locust,Ed,49,ON,-79.3392062708,43.6807549768,"8139 Business, professional, labour and other membership organizations",Married,106321.6,63792.96
122,3e19a38f-9525-4da9-a8e0-24dc0f3be9c9,Matzek,Glenna,54,ON,-79.43042978310001,43.7246901673,6113 Universities,Married,81184.25,48710.55
123,487d9e86-ba39-4d7b-b498-dc6601a32e2d,Piwetz,Lillia,13,ON,-79.4657266814,43.751079053299996,,Single,0.0,15.0
124,da400ff5-e86a-4002-b7a6-016a57232a26,Plantenberg,Digby,36,ON,-79.3535830039,43.6898019641,7211 Traveller accommodations,Married,33984.0,20390.4
125,7ae6022b-e1a7-44d1-9039-3b550430bad9,Mallin,Yung,54,ON,-79.27072123800001,43.71136709899999,4431 Electronics and appliances stores,Married,35771.9,21463.14
126,5b9a47ce-9e37-4948-84a8-466fbe2629e2,Joesph,Tasia,54,ON,-79.3421396983,43.6590895056,"4145 Pharmaceuticals, toiletries, cosmetics and sundries wholesaler-distributors",Married,70892.9,42535.74
127,480e8b38-2676-4d63-892e-377a841fb640,Needles,Germain,39,ON,-79.4241346223,43.701521624099996,3329 Other fabricated metal product manufacturing,Married,37825.0,22695.0
128,99d0c47b-1f15-48f7-80ca-288b40e3ddf5,Fillinger,Abram,53,ON,-79.36251792670001,43.786141898500006,"5242 Agencies, brokerages and other insurance related activities",Married,33455.8,20073.48
129,7e308762-1e2e-4ef1-adaa-4d5a05c6e846,Caldwell,Cherry,52,ON,-79.5554658457,43.6731293805,5171 Wired telecommunications carriers,Married,25302.3,15181.38
130,f14b576e-8581-498e-8294-0fa87f4d8fa7,Bennes-Colarossi,Gale,51,ON,-79.39138658430001,43.6787214208,,Married,0.0,0.0
131,da1620e9-8f56-46d2-a3af-6a4ca00c00b0,Hackl-Herrod,Kirsten,34,ON,-79.3931272024,43.775995797600004,,Married,0.0,0.0
132,4e695c5d-efb2-4704-939c-02606ba54177,Sarabando,Addison,47,ON,-79.1375616953,43.7829772229,5239 Other financial investment activities,Married,47690.5,28614.300000000007
133,091b5a3b-e8b6-4efa-a5f4-73336f458412,Baran,Armand,50,ON,-79.1380996374,43.7731611749,2361 Residential building construction,Married,70627.25,42376.35000000001
134,6d0ce956-a1c1-4aac-9add-3f09d4474773,Bernardy,Ainsley,54,ON,-79.4768116467,43.6667600589,2382 Building equipment contractors,Married,35674.15,21404.49
135,f32e547c-cad4-47c1-925b-36ac7fb2c230,Niewieroski,Fergal,55,ON,-79.3265586633,43.810712403900006,"5416 Management, scientific and technical consulting services",Married,37108.2,22264.92
136,c1b6e541-0f0e-4e6e-acd3-4fd8a199fcd7,Snetsinger,Rian,55,ON,-79.4673463748,43.653666528900004,7221 Full-service restaurants,Married,37426.75,22456.050000000007
137,edc8d449-6b8b-4924-9006-5c01eec6538a,Condelario,Jacques,51,ON,-79.3175643582,43.6809336109,"5412 Accounting, tax preparation, bookkeeping and payroll services",Married,40539.8,24323.88
138,eedff905-8585-4b26-b473-18080b6acd51,Roszel,Nelida,51,ON,-79.4410303906,43.7032633519,5221 Depository credit intermediation,Married,19495.95,11697.57
139,1fd1efe7-90dd-4cb5-bec1-2df6c44cf2a6,Thoma,Gaylord,54,ON,-79.2471961942,43.769780411999996,9120 Provincial and territorial public administration (9121 to 9129),Married,57514.95,34508.97
140,1cc9205a-573d-4a26-ab08-adb2f3564939,Acre,Henri,53,ON,-79.408554313,43.766636535,6111 Elementary and secondary schools,Married,35038.2,21022.92
141,db147ba8-2be6-4918-b9d0-8d23c9c0c6de,Reasner,Kendal,54,ON,-79.3830971841,43.7689760134,3114 Fruit and vegetable preserving and specialty food manufacturing,Married,41263.15,24757.89
142,6d5bba69-3368-4384-9eda-79d3c2e4f45b,Cheam,Adelene,52,ON,-79.400688603,43.637196151000005,"2211 Electric power generation, transmission and distribution",Married,9465.65,5679.39
143,c502d353-f0f0-4d5d-8380-191d4a9b8121,Helseth,Jammie,54,ON,-79.42190550800001,43.641778135,6230 Nursing and residential care facilities (6231 to 6239),Married,61684.85,37010.91
144,7fffae3f-2628-4264-b7da-3956430db95e,Figueron,Pasty,33,ON,-79.443829191,43.655979748,5239 Other financial investment activities,Married,41789.0,25073.4
145,63379596-4f24-4ba3-a4ff-ed7935f1babc,Knaak,Chelsey,51,ON,-79.4888314321,43.6645292492,7221 Full-service restaurants,Married,130531.9,78319.14
146,6338ca86-eb2d-4c31-8d0e-2552162db906,Spease,Kiyoko,21,ON,-79.4451703972,43.7898670361,3121 Beverage manufacturing,Single,4702.5,2821.5
147,461901a0-45ef-4cb9-a1e2-8c860b0cf587,Legaspi,Marcelle,51,ON,-79.3009154421,43.751353926499995,5151 Radio and television broadcasting,Married,39857.85,23914.71
148,732402e4-7faf-488c-a81b-b3f775799d92,Magel,Reese,52,ON,-79.361949878,43.657844903999994,,Married,0.0,0.0
149,f3458963-e3d8-45ac-be89-472ad65c5dac,Attard,Muoi,54,ON,-79.522362092,43.765082447,4461 Health and personal care stores,Married,44717.75,26830.65
150,29ea6d4b-4e8f-4cbd-8988-05fffd1c7a30,Higley,Troy,23,ON,-79.4963054926,43.6738385778,4461 Health and personal care stores,Single,8040.78,4824.480000000001
151,0094a405-3b48-4b6d-bbba-4be41f38c2c4,Raney,Conan,45,ON,-79.52858579229999,43.6449745319,5616 Investigation and security services,Married,67106.6,40263.96
152,5795d13e-a9f2-49cc-8e20-bc32a001bd77,Kalichman,Camila,54,ON,-79.52593931,43.768338083,5411 Legal services,Married,53613.0,32167.800000000007
153,9359b6d0-5dc1-4637-863d-c2673041c343,Wolgamot,Malcolm,60,ON,-79.3109100657,43.7075824621,7221 Full-service restaurants,Married,27539.55,16523.73
154,c30044bd-1c7b-44ef-b436-69ab8474369b,Brulotte,Tula,52,ON,-79.5452038455,43.765466376800006,,Married,0.0,0.0
155,efb4876f-fd65-493c-8092-ec120f096543,Wikins,Kanisha,24,ON,-79.4054989644,43.670088649499995,7222 Limited-service restaurants,Single,8722.89,5233.74
156,99c6c083-6993-4621-bb58-787c52f9d858,Lytch,Elroy,31,ON,-79.3918217726,43.6837736438,3272 Glass and glass product manufacturing,Married,55503.0,33301.8
157,e6790f18-14b7-4031-a691-66e9e6cf2643,Mizia,Brennan,54,ON,-79.45380711109999,43.6400857417,5313 Activities related to real estate,Married,48573.7,29144.22
158,ff27cbfa-8eb3-49c3-a306-efbb4a76abf8,Kaminski,Kaci,51,ON,-79.3693963392,43.785747873199995,4442 Lawn and garden equipment and supplies stores,Married,26651.25,15990.75
159,bf163410-6075-4d69-9b3f-badfa473aa02,Krok,Kaila,51,ON,-79.41275458770001,43.7773646808,"5418 Advertising, public relations, and related services",Married,30564.7,18338.82
160,7d70f376-5558-4e18-b02f-eab72417ec79,Fazzino-Churchman,Rolando,20,ON,-79.376348695,43.646235695,5312 Offices of real estate agents and brokers,Single,9150.24,5490.15
161,24474525-c40a-41f6-883a-e2b9c71cf908,Antunes,Faisal,37,ON,-79.416253858,43.744184262,4481 Clothing stores,Married,83731.0,50238.60000000001
